[METADATA]
CREATOR: ChiroYuki
ARTIST: M2U
SONG_NAME: song
SONG_EXTENSION: mp3
BG_NAME: image
BG_EXTENSION: jpg
PREVIEW_TIME: 46.430

[OBJECTS]
1.527,0,1
3.462,0,1
3.849,0,1
4.623,0,1
6.172,0,1
6.559,0,1
7.139,0,1
7.333,0,1
7.72,0,1
9.268,0,1
14.688,0,1
16.43,0,1
16.623,0,1
16.817,0,1
17.01,0,1
18.946,0,1
19.236,0,1
19.72,0,1
19.978,0,1
20.107,0,1
20.881,0,1
21.656,0,1
22.623,0,1
22.817,0,1
23.01,0,1
23.204,0,1
23.978,0,1
24.752,0,1
25.914,0,1
26.301,0,1
27.075,0,1
27.849,0,1
28.817,0,1
29.01,0,1
29.204,0,1
29.397,0,1
30.172,0,1
30.946,0,1
32.494,0,1
35.591,0,1
38.301,0,1
38.494,0,1
38.688,0,1
41.785,0,1
43.333,0,1
44.881,0,1
46.043,0,1
46.43,0,1
46.623,0,1
52.623,0,1
58.817,0,1
61.139,0,1
61.526,0,1
64.623,0,1
65.01,0,1
65.397,0,1
66.559,0,1
66.946,0,1
70.623,0,1
70.817,0,1
73.526,0,1
73.817,0,1
76.236,0,1
76.623,0,1
77.01,0,1
77.397,0,1
77.494,0,1
77.785,0,1
78.075,0,1
78.172,0,1
78.268,0,1
78.365,0,1
79.043,0,1
79.333,0,1
79.623,0,1
79.72,0,1
79.817,0,1
79.914,0,1
80.01,0,1
80.107,0,1
80.204,0,1
80.301,0,1
80.397,0,1
80.494,0,1
80.881,0,1
80.978,0,1
81.075,0,1
81.172,0,1
81.268,0,1
81.365,0,1
81.559,0,1
81.849,0,1
81.946,0,1
82.043,0,1
83.591,0,1
83.688,0,1
83.785,0,1
84.172,0,1
84.268,0,1
84.365,0,1
84.462,0,1
84.559,0,1
84.946,0,1
85.043,0,1
85.139,0,1
85.236,0,1
85.333,0,1
85.72,0,1
85.914,0,1
86.011,0,1
86.108,0,1
86.204,0,1
86.301,0,1
86.398,0,1
86.495,0,1
86.591,0,1
86.688,0,1
87.075,0,1
87.172,0,1
87.268,0,1
87.365,0,1
87.462,0,1
88.236,0,1
89.204,0,1
89.785,0,1
95.591,0,1
95.978,0,1
99.656,0,1
100.623,0,1
102.172,0,1
103.72,0,1
104.881,0,1
106.817,0,1
107.978,0,1
109.139,0,1
109.914,0,1
110.785,0,1
122.494,0,1
123.849,0,1
128.494,0,1
133.139,0,1
